flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,avg_packet_size,direction,label
F_01165,10.0.12.46,10.0.54.254,53077,21,TCP,34,95583,1.26,2811.26,Outbound,Malware
F_02730,10.0.89.236,10.0.117.129,20970,80,TCP,65,75554,6.62,1162.37,Outbound,DDoS
F_00212,10.0.227.161,10.0.64.139,59583,80,TCP,78,46543,7.39,596.71,Outbound,Botnet
F_09114,10.0.48.124,10.0.132.169,49369,8080,UDP,64,34733,6.84,542.7,Outbound,BruteForce
F_04390,10.0.58.188,10.0.209.219,9306,53,UDP,38,87623,6.35,2305.87,Outbound,BruteForce
F_04642,10.0.132.48,10.0.202.98,4794,3306,UDP,97,90988,0.55,938.02,Outbound,DDoS
F_02542,10.0.204.173,10.0.144.97,48698,22,UDP,96,55502,8.61,578.15,Inbound,DDoS
F_08066,10.0.155.199,10.0.44.174,44655,80,TCP,72,67560,1.43,938.33,Inbound,Benign
F_08561,10.0.9.72,10.0.93.58,62981,53,TCP,87,54541,4.31,626.91,Inbound,Benign
F_01911,10.0.212.54,10.0.178.139,10986,3306,TCP,30,6696,0.9,223.2,Inbound,PortScan
F_09665,10.0.136.145,10.0.65.167,29501,22,UDP,78,91778,3.65,1176.64,Inbound,Benign
F_00595,10.0.50.147,10.0.161.167,55831,8080,UDP,30,69550,5.8,2318.33,Inbound,DDoS
F_08819,10.0.45.118,10.0.242.151,45662,80,TCP,38,2908,7.08,76.53,Inbound,DDoS
F_02900,10.0.219.76,10.0.93.191,37819,21,TCP,98,7887,8.28,80.48,Inbound,DDoS
F_09576,10.0.175.121,10.0.128.158,11889,3306,TCP,52,36437,8.34,700.71,Inbound,Benign
F_08765,10.0.33.124,10.0.177.223,32847,21,UDP,83,83791,3.25,1009.53,Inbound,Benign
F_06609,10.0.2.43,10.0.90.150,23404,3306,UDP,37,26519,3.64,716.73,Outbound,DDoS
F_09292,10.0.69.130,10.0.208.204,53630,53,TCP,42,85882,3.89,2044.81,Inbound,DDoS
F_00250,10.0.214.161,10.0.254.195,43993,53,UDP,36,60460,8.08,1679.44,Outbound,DDoS
F_00934,10.0.84.42,10.0.90.8,22040,53,TCP,64,90185,7.09,1409.14,Inbound,PortScan
F_07805,10.0.42.130,10.0.50.246,24562,80,UDP,66,30329,9.45,459.53,Inbound,Benign
F_00495,10.0.40.228,10.0.82.237,38746,3306,UDP,15,20347,5.19,1356.47,Outbound,PortScan
F_06641,10.0.23.188,10.0.189.25,11676,3306,TCP,36,97299,8.65,2702.75,Outbound,PortScan
F_02442,10.0.43.139,10.0.238.171,64869,22,UDP,11,88826,5.36,8075.09,Outbound,Benign
F_00147,10.0.53.87,10.0.18.23,34323,8080,UDP,79,39177,0.51,495.91,Outbound,Benign
F_02665,10.0.12.57,10.0.23.99,45247,22,UDP,50,36889,6.58,737.78,Outbound,Benign
F_08655,10.0.235.200,10.0.37.172,6555,53,TCP,93,99113,9.22,1065.73,Outbound,Infiltration
F_08674,10.0.43.253,10.0.77.253,62446,80,UDP,93,6325,0.42,68.01,Inbound,Infiltration
F_01179,10.0.36.221,10.0.127.227,57260,21,TCP,62,13646,6.4,220.1,Inbound,Benign
F_04034,10.0.3.71,10.0.241.131,31432,8080,TCP,78,68477,7.28,877.91,Outbound,Benign
F_05667,10.0.10.193,10.0.185.79,50377,443,TCP,51,6650,4.84,130.39,Outbound,Malware
F_04616,10.0.183.103,10.0.61.71,9854,3306,UDP,41,13591,6.06,331.49,Outbound,Benign
F_08328,10.0.70.214,10.0.212.218,44442,8080,TCP,50,50496,0.61,1009.92,Inbound,Benign
F_00907,10.0.118.140,10.0.61.222,22667,3306,TCP,19,5620,5.63,295.79,Outbound,Benign
F_07824,10.0.124.184,10.0.95.75,19263,53,TCP,72,2426,5.34,33.69,Outbound,Benign
F_00692,10.0.141.64,10.0.111.169,35795,8080,TCP,72,34208,6.03,475.11,Outbound,PortScan
F_05372,10.0.251.38,10.0.167.145,23953,80,TCP,39,89968,3.38,2306.87,Outbound,PortScan
F_02825,10.0.88.93,10.0.201.242,10727,3306,UDP,95,12569,8.66,132.31,Outbound,DDoS
F_03662,10.0.94.17,10.0.178.190,28012,53,UDP,24,79963,0.22,3331.79,Inbound,Benign
F_09561,10.0.50.52,10.0.51.166,12659,3306,TCP,47,26596,1.86,565.87,Outbound,Infiltration
F_06652,10.0.164.81,10.0.41.143,42641,80,UDP,36,61486,7.19,1707.94,Inbound,DDoS
F_09824,10.0.56.83,10.0.125.189,57156,22,TCP,20,57582,8.19,2879.1,Outbound,Benign
F_00657,10.0.58.109,10.0.113.178,29184,8080,TCP,87,29658,1.16,340.9,Outbound,Malware
F_05129,10.0.247.127,10.0.242.195,22883,8080,TCP,18,20219,9.71,1123.28,Outbound,Infiltration
F_01106,10.0.226.230,10.0.101.86,19817,21,UDP,40,37517,1.4,937.92,Outbound,PortScan
F_04838,10.0.57.32,10.0.161.212,1802,80,TCP,58,39252,6.2,676.76,Outbound,Benign
F_03340,10.0.80.218,10.0.43.179,21481,3306,UDP,11,2773,2.56,252.09,Inbound,DDoS
F_08729,10.0.53.86,10.0.144.233,13233,22,TCP,32,34180,9.41,1068.12,Outbound,PortScan
F_02934,10.0.216.51,10.0.102.208,26104,443,UDP,35,53579,5.1,1530.83,Outbound,Infiltration
F_02902,10.0.254.164,10.0.252.231,1284,443,TCP,33,9145,2.85,277.12,Outbound,Benign
F_01680,10.0.32.164,10.0.210.49,4441,53,UDP,45,45976,4.1,1021.69,Inbound,DDoS
F_05892,10.0.240.147,10.0.107.23,29846,3306,UDP,10,56322,4.83,5632.2,Inbound,Botnet
F_05881,10.0.250.9,10.0.161.94,28910,53,UDP,93,66469,4.33,714.72,Inbound,Malware
F_01490,10.0.109.206,10.0.166.9,26138,22,UDP,94,67223,4.21,715.14,Inbound,Benign
F_07852,10.0.111.241,10.0.214.145,26789,21,TCP,77,14581,1.42,189.36,Inbound,Benign
F_07220,10.0.186.62,10.0.245.44,28252,53,TCP,31,16508,8.33,532.52,Outbound,Benign
F_05473,10.0.183.138,10.0.201.65,35596,8080,UDP,93,60925,7.97,655.11,Outbound,Benign
F_06281,10.0.51.118,10.0.170.130,18769,22,UDP,82,76242,3.39,929.78,Outbound,Benign
F_03789,10.0.30.52,10.0.18.171,31676,21,TCP,15,75023,9.28,5001.53,Outbound,Benign
F_03764,10.0.202.61,10.0.192.42,35630,80,TCP,76,75986,9.38,999.82,Outbound,Benign
F_03278,10.0.238.185,10.0.18.98,42747,80,TCP,58,10560,1.44,182.07,Inbound,Benign
F_08609,10.0.114.186,10.0.181.195,28452,3306,UDP,50,87642,6.02,1752.84,Inbound,BruteForce
F_06126,10.0.20.138,10.0.232.41,35518,80,UDP,51,59086,1.5,1158.55,Inbound,PortScan
F_05454,10.0.110.107,10.0.129.192,37904,8080,UDP,6,42205,9.06,7034.17,Outbound,DDoS
F_02987,10.0.114.57,10.0.25.83,37759,53,UDP,84,85146,6.68,1013.64,Inbound,Benign
F_08390,10.0.10.181,10.0.45.140,44067,21,UDP,35,44027,3.53,1257.91,Inbound,BruteForce
F_05184,10.0.52.146,10.0.137.80,2376,21,UDP,29,52293,7.91,1803.21,Outbound,Infiltration
F_06177,10.0.205.210,10.0.22.95,39119,21,UDP,14,76235,1.89,5445.36,Inbound,Benign
F_08040,10.0.41.93,10.0.40.178,48178,443,TCP,84,56017,6.69,666.87,Outbound,Malware
F_08906,10.0.224.208,10.0.108.125,60688,53,UDP,50,20942,6.21,418.84,Outbound,PortScan
F_09747,10.0.29.84,10.0.238.253,40973,80,UDP,39,42665,3.67,1093.97,Inbound,PortScan
F_08020,10.0.85.220,10.0.26.6,24617,443,TCP,92,18914,8.33,205.59,Inbound,Benign
F_03097,10.0.120.41,10.0.108.111,48407,22,TCP,24,20888,1.89,870.33,Outbound,Benign
F_03368,10.0.62.22,10.0.90.168,26860,21,TCP,78,91976,0.66,1179.18,Outbound,PortScan
F_01548,10.0.213.220,10.0.148.99,55804,53,TCP,11,23951,6.34,2177.36,Inbound,Benign
F_04287,10.0.11.222,10.0.190.201,38259,21,UDP,64,37328,6.04,583.25,Outbound,Benign
F_01306,10.0.202.84,10.0.205.176,63559,21,UDP,68,59669,8.99,877.49,Outbound,Benign
F_03963,10.0.119.36,10.0.101.201,41123,8080,TCP,47,8638,3.41,183.79,Inbound,Malware
F_05596,10.0.245.191,10.0.152.110,43954,443,TCP,85,54796,2.86,644.66,Inbound,Benign
F_00673,10.0.5.66,10.0.32.196,2290,8080,UDP,14,91621,0.47,6544.36,Inbound,Benign
F_01872,10.0.156.30,10.0.218.112,48268,53,UDP,42,75534,5.12,1798.43,Inbound,PortScan
F_07297,10.0.236.227,10.0.210.204,17060,22,TCP,87,54871,1.08,630.7,Outbound,Infiltration
F_01500,10.0.225.48,10.0.146.221,15201,22,TCP,29,19388,7.75,668.55,Inbound,BruteForce
F_04604,10.0.28.126,10.0.214.218,49467,53,TCP,29,32346,5.65,1115.38,Inbound,Benign
F_00654,10.0.179.26,10.0.241.175,24099,22,UDP,53,27824,5.02,524.98,Inbound,PortScan
F_00708,10.0.142.152,10.0.123.199,24347,53,UDP,23,21548,2.22,936.87,Inbound,PortScan
F_09487,10.0.34.75,10.0.75.162,34022,53,TCP,92,12065,6.13,131.14,Outbound,Benign
F_08124,10.0.40.81,10.0.178.28,29139,22,TCP,67,99810,9.51,1489.7,Outbound,Benign
F_00679,10.0.229.179,10.0.184.179,54450,3306,UDP,96,64414,7.11,670.98,Outbound,Benign
F_08222,10.0.58.58,10.0.101.227,20723,3306,TCP,75,56119,2.94,748.25,Outbound,PortScan
F_06751,10.0.187.61,10.0.100.47,44026,443,TCP,97,18005,6.91,185.62,Outbound,Benign
F_03455,10.0.118.59,10.0.200.167,32435,443,TCP,9,89853,7.8,9983.67,Inbound,Benign
F_04212,10.0.50.117,10.0.87.251,28575,22,TCP,8,60431,1.6,7553.88,Outbound,Malware
F_08221,10.0.125.159,10.0.89.29,16209,443,TCP,87,44412,3.5,510.48,Inbound,Benign
F_01794,10.0.20.232,10.0.167.14,32304,22,UDP,95,56946,6.47,599.43,Outbound,PortScan
F_01584,10.0.166.169,10.0.110.103,63436,3306,TCP,20,38030,7.07,1901.5,Inbound,PortScan
F_06134,10.0.3.220,10.0.51.38,35857,21,TCP,7,25200,5.66,3600.0,Inbound,Infiltration
F_04748,10.0.8.251,10.0.163.62,31884,22,TCP,77,52973,3.31,687.96,Outbound,Benign
F_04648,10.0.252.61,10.0.152.229,29746,3306,TCP,59,84397,0.88,1430.46,Outbound,Malware
F_06950,10.0.97.57,10.0.133.203,4082,22,TCP,83,2591,1.26,31.22,Inbound,Benign
F_09901,10.0.129.249,10.0.197.235,24908,53,TCP,15,18559,6.57,1237.27,Outbound,Infiltration
F_03761,10.0.137.89,10.0.214.188,49657,3306,UDP,20,91116,4.2,4555.8,Inbound,Botnet
F_05500,10.0.17.166,10.0.40.198,24275,22,TCP,61,46885,9.13,768.61,Outbound,PortScan
F_00286,10.0.57.58,10.0.83.87,40408,22,UDP,68,66086,0.6,971.85,Inbound,Botnet
F_07353,10.0.160.254,10.0.81.192,12127,80,TCP,89,67540,5.2,758.88,Inbound,PortScan
F_08417,10.0.143.8,10.0.213.109,48442,8080,TCP,21,79233,9.1,3773.0,Outbound,Malware
F_08762,10.0.19.246,10.0.193.214,14910,443,UDP,92,99123,9.87,1077.42,Inbound,Infiltration
F_07683,10.0.123.19,10.0.5.121,45616,53,TCP,86,97077,3.32,1128.8,Outbound,Benign
F_05807,10.0.197.43,10.0.237.33,60780,443,UDP,6,34706,5.3,5784.33,Outbound,Benign
F_02929,10.0.179.111,10.0.33.19,22390,8080,TCP,20,37050,9.34,1852.5,Inbound,Benign
F_01992,10.0.219.135,10.0.54.174,42502,8080,UDP,16,55826,1.24,3489.12,Outbound,PortScan
F_04671,10.0.92.98,10.0.125.183,10683,3306,UDP,95,18133,7.0,190.87,Inbound,Benign
F_07826,10.0.133.220,10.0.206.105,3459,3306,TCP,80,65994,3.5,824.92,Inbound,Benign
F_02408,10.0.154.174,10.0.28.95,53796,80,UDP,12,71821,5.01,5985.08,Outbound,BruteForce
F_07622,10.0.122.254,10.0.35.67,48447,80,TCP,88,83767,6.61,951.9,Inbound,Benign
F_09183,10.0.139.219,10.0.32.249,63748,22,UDP,57,85472,2.82,1499.51,Outbound,PortScan
F_08549,10.0.2.102,10.0.30.65,2073,8080,TCP,58,5826,3.44,100.45,Outbound,PortScan
F_04751,10.0.183.179,10.0.89.150,41749,21,TCP,95,92763,3.44,976.45,Inbound,Malware
F_05330,10.0.38.36,10.0.245.231,50820,443,UDP,89,69548,1.68,781.44,Inbound,Benign
F_08228,10.0.100.48,10.0.69.96,47631,53,UDP,97,76715,2.14,790.88,Outbound,PortScan
F_04370,10.0.21.152,10.0.169.253,18764,80,TCP,29,21875,3.37,754.31,Inbound,Benign
F_00051,10.0.161.202,10.0.97.72,22372,22,TCP,69,78358,8.82,1135.62,Outbound,Botnet
F_09464,10.0.30.171,10.0.97.155,32823,53,UDP,60,8551,5.27,142.52,Outbound,DDoS
F_09363,10.0.86.230,10.0.192.241,52210,443,UDP,63,4385,7.76,69.6,Inbound,Benign
F_04846,10.0.89.226,10.0.36.135,43835,53,UDP,43,9840,4.43,228.84,Inbound,BruteForce
F_01413,10.0.197.229,10.0.204.42,37554,8080,TCP,83,31632,9.44,381.11,Inbound,PortScan
F_08803,10.0.169.18,10.0.192.217,9993,21,UDP,35,89147,5.99,2547.06,Inbound,PortScan
F_02761,10.0.189.210,10.0.213.50,65332,8080,TCP,41,48014,1.49,1171.07,Inbound,Benign
F_00222,10.0.213.119,10.0.132.105,28516,443,TCP,19,37629,3.58,1980.47,Inbound,Benign
F_03868,10.0.124.57,10.0.76.59,34434,3306,UDP,40,15271,9.74,381.78,Inbound,PortScan
F_03344,10.0.145.62,10.0.196.97,11494,21,UDP,88,81648,8.79,927.82,Outbound,DDoS
F_03730,10.0.177.84,10.0.226.101,18866,443,UDP,86,98342,6.93,1143.51,Inbound,Benign
F_02994,10.0.209.244,10.0.190.205,5399,3306,UDP,85,86022,6.6,1012.02,Outbound,BruteForce
F_01694,10.0.11.32,10.0.192.80,29827,22,TCP,18,82899,4.96,4605.5,Outbound,DDoS
F_08287,10.0.235.149,10.0.245.222,62774,443,TCP,18,18731,4.37,1040.61,Inbound,Malware
F_02213,10.0.163.168,10.0.160.71,25201,53,TCP,89,30203,8.76,339.36,Outbound,Benign
F_04299,10.0.145.95,10.0.100.103,52363,80,TCP,81,68508,3.75,845.78,Inbound,DDoS
F_03107,10.0.42.176,10.0.183.54,43952,3306,TCP,56,33465,0.71,597.59,Outbound,Benign
F_09699,10.0.63.182,10.0.144.171,49967,53,UDP,93,19440,3.29,209.03,Outbound,Benign
F_08399,10.0.26.245,10.0.97.28,47929,443,TCP,29,73191,7.23,2523.83,Inbound,Benign
F_07767,10.0.68.101,10.0.22.224,22900,3306,UDP,20,87014,7.8,4350.7,Inbound,Malware
F_02939,10.0.95.167,10.0.185.22,62949,3306,TCP,49,8976,3.17,183.18,Inbound,Benign
F_08908,10.0.86.24,10.0.175.91,6132,80,UDP,30,3916,9.44,130.53,Outbound,Benign
F_06889,10.0.212.180,10.0.200.77,38244,3306,TCP,23,96013,7.24,4174.48,Inbound,Benign
F_08863,10.0.28.136,10.0.253.230,7042,80,UDP,86,53625,5.39,623.55,Outbound,BruteForce
F_05542,10.0.224.21,10.0.244.227,16889,22,TCP,53,81626,3.2,1540.11,Inbound,Benign
F_09197,10.0.34.47,10.0.120.33,13917,21,UDP,79,81073,4.85,1026.24,Inbound,Botnet
F_09967,10.0.119.246,10.0.55.5,47726,53,UDP,16,29983,5.49,1873.94,Outbound,Botnet
F_09159,10.0.205.131,10.0.254.153,27079,80,UDP,74,43347,6.26,585.77,Outbound,Benign
F_09917,10.0.155.117,10.0.80.66,10668,53,TCP,88,24930,6.41,283.3,Inbound,Botnet
F_04914,10.0.41.19,10.0.130.104,54296,443,UDP,7,9649,2.0,1378.43,Inbound,Benign
F_08250,10.0.201.20,10.0.107.150,41008,21,UDP,19,98039,8.2,5159.95,Inbound,Benign
F_08220,10.0.116.56,10.0.75.123,45470,3306,UDP,86,34874,8.6,405.51,Inbound,BruteForce
F_07662,10.0.76.161,10.0.58.9,57034,21,TCP,51,36079,7.82,707.43,Inbound,Benign
F_07740,10.0.173.163,10.0.141.96,56108,443,UDP,57,33480,0.12,587.37,Inbound,Benign
F_08215,10.0.191.154,10.0.135.220,44959,80,UDP,35,18928,1.83,540.8,Inbound,Benign
F_09429,10.0.106.208,10.0.243.158,41338,3306,TCP,8,92413,1.47,11551.62,Inbound,DDoS
F_01475,10.0.74.129,10.0.3.108,62971,8080,UDP,5,42936,4.83,8587.2,Outbound,Benign
F_04704,10.0.106.100,10.0.76.210,59325,443,TCP,22,12454,2.84,566.09,Outbound,Benign
F_05477,10.0.74.237,10.0.28.183,48698,8080,UDP,47,99891,8.07,2125.34,Outbound,Benign
F_04324,10.0.195.113,10.0.51.112,6831,22,TCP,86,45319,3.29,526.97,Outbound,Benign
F_02053,10.0.167.38,10.0.119.72,24683,443,UDP,16,21755,1.81,1359.69,Outbound,Benign
F_08876,10.0.171.240,10.0.242.116,2050,443,UDP,98,5958,0.53,60.8,Inbound,Benign
F_05760,10.0.254.20,10.0.244.13,32852,22,TCP,24,11578,9.31,482.42,Outbound,PortScan
F_09880,10.0.0.41,10.0.77.36,5097,443,TCP,81,62821,7.71,775.57,Outbound,BruteForce
F_09172,10.0.34.83,10.0.247.174,25233,80,UDP,87,9961,8.82,114.49,Inbound,BruteForce
F_00106,10.0.170.29,10.0.117.144,23909,22,UDP,28,59146,1.1,2112.36,Inbound,Benign
F_01559,10.0.18.100,10.0.39.161,34152,21,UDP,37,37901,0.3,1024.35,Outbound,Benign
F_03022,10.0.81.63,10.0.176.151,39378,21,TCP,28,83209,2.13,2971.75,Inbound,Benign
F_05868,10.0.156.186,10.0.244.103,58356,22,UDP,69,67192,9.13,973.8,Outbound,PortScan
F_00465,10.0.165.117,10.0.172.26,28337,80,UDP,27,97497,3.34,3611.0,Inbound,Benign
F_06734,10.0.163.164,10.0.181.144,36326,21,TCP,23,16776,7.35,729.39,Inbound,Benign
F_08982,10.0.195.248,10.0.125.90,62095,443,TCP,20,23880,4.32,1194.0,Outbound,Benign
F_04005,10.0.131.50,10.0.98.148,29989,21,UDP,34,70811,7.3,2082.68,Inbound,Benign
F_06901,10.0.112.77,10.0.172.98,1814,443,TCP,31,23952,1.02,772.65,Outbound,Infiltration
F_06402,10.0.75.245,10.0.99.187,12650,3306,UDP,80,72752,4.23,909.4,Outbound,Benign
F_00416,10.0.227.53,10.0.33.206,6579,80,UDP,52,30519,1.32,586.9,Inbound,PortScan
F_08295,10.0.254.4,10.0.15.176,56257,80,UDP,64,35518,5.7,554.97,Inbound,Benign
F_03788,10.0.161.247,10.0.227.219,52153,21,TCP,26,4932,9.26,189.69,Outbound,Benign
F_07028,10.0.207.14,10.0.93.63,10148,53,UDP,11,2976,1.43,270.55,Inbound,Benign
F_00891,10.0.181.213,10.0.142.235,30059,21,TCP,99,76232,1.59,770.02,Inbound,Benign
F_00684,10.0.172.44,10.0.12.190,1509,21,TCP,24,19991,2.34,832.96,Inbound,Benign
F_00372,10.0.7.93,10.0.37.221,9739,22,UDP,99,58225,7.06,588.13,Outbound,Benign
F_08000,10.0.154.12,10.0.32.165,25839,21,UDP,80,61915,4.98,773.94,Outbound,BruteForce
F_05021,10.0.10.191,10.0.198.86,21844,443,TCP,92,40946,4.0,445.07,Outbound,Botnet
F_04480,10.0.27.169,10.0.137.178,53504,53,UDP,89,5347,4.21,60.08,Inbound,BruteForce
F_01231,10.0.17.15,10.0.212.66,16972,22,UDP,23,87141,8.89,3788.74,Outbound,DDoS
F_03426,10.0.132.51,10.0.88.177,63047,3306,TCP,73,75744,3.81,1037.59,Outbound,Benign
F_02972,10.0.176.168,10.0.32.4,49209,80,UDP,35,77303,8.53,2208.66,Outbound,Benign
F_01200,10.0.159.179,10.0.114.8,3613,22,TCP,18,67887,5.23,3771.5,Inbound,Benign
F_02696,10.0.134.224,10.0.164.221,29716,8080,TCP,86,32943,3.31,383.06,Inbound,Benign
F_08808,10.0.12.183,10.0.229.173,64475,53,UDP,62,77679,0.86,1252.89,Inbound,Infiltration
F_03389,10.0.223.61,10.0.159.232,20178,80,TCP,90,3166,4.65,35.18,Inbound,Benign
F_03193,10.0.157.57,10.0.146.51,49290,3306,UDP,28,78541,1.89,2805.04,Outbound,PortScan
F_01798,10.0.142.211,10.0.188.1,28491,443,TCP,28,51259,4.94,1830.68,Outbound,Benign
F_09740,10.0.26.200,10.0.143.79,57778,443,TCP,92,21116,5.48,229.52,Inbound,Benign
F_06843,10.0.111.194,10.0.130.166,45826,80,TCP,27,16587,9.81,614.33,Outbound,Benign
F_00486,10.0.199.102,10.0.59.166,30646,53,UDP,17,91359,9.0,5374.06,Inbound,PortScan
F_04702,10.0.169.185,10.0.16.59,54112,8080,UDP,64,73310,9.04,1145.47,Outbound,Benign
F_03961,10.0.16.63,10.0.185.57,53786,53,TCP,14,30839,9.02,2202.79,Inbound,Benign
F_04866,10.0.187.22,10.0.192.112,54240,3306,TCP,81,91636,3.05,1131.31,Inbound,Benign
F_09848,10.0.76.186,10.0.228.250,58716,443,UDP,40,87698,9.99,2192.45,Outbound,Benign
F_07403,10.0.160.100,10.0.254.225,46102,22,UDP,66,16225,3.64,245.83,Outbound,Benign
F_06114,10.0.228.18,10.0.0.236,45576,3306,TCP,75,21461,8.74,286.15,Inbound,Infiltration
F_06358,10.0.241.86,10.0.88.181,8214,443,UDP,61,51180,4.7,839.02,Outbound,Benign
F_01597,10.0.122.70,10.0.116.233,56390,3306,UDP,79,77545,2.26,981.58,Outbound,Benign
F_08432,10.0.191.232,10.0.213.193,20811,8080,TCP,58,71525,6.38,1233.19,Outbound,Benign
F_09179,10.0.163.182,10.0.227.6,28254,21,TCP,70,52421,3.51,748.87,Outbound,Benign
F_08687,10.0.138.13,10.0.160.76,33542,80,TCP,49,27506,4.74,561.35,Outbound,Benign
F_01394,10.0.0.57,10.0.67.192,6399,80,TCP,73,23456,7.58,321.32,Outbound,Infiltration
F_04769,10.0.192.31,10.0.53.61,58199,80,TCP,95,18420,5.5,193.89,Outbound,DDoS
F_00638,10.0.16.231,10.0.47.103,45625,3306,TCP,67,33825,5.22,504.85,Inbound,Benign
F_07155,10.0.199.99,10.0.210.39,25726,8080,UDP,32,22600,8.56,706.25,Outbound,Benign
F_08171,10.0.211.7,10.0.41.136,56349,443,UDP,31,82544,3.74,2662.71,Inbound,Benign
F_02164,10.0.197.201,10.0.240.40,9625,8080,UDP,10,66610,9.8,6661.0,Outbound,Benign
F_04181,10.0.199.244,10.0.242.111,15712,80,TCP,71,25478,9.83,358.85,Inbound,Benign
F_01288,10.0.89.174,10.0.188.54,2340,443,TCP,73,63842,9.87,874.55,Outbound,Botnet
F_02904,10.0.196.141,10.0.0.105,10151,22,UDP,49,21561,3.69,440.02,Outbound,Benign
F_09821,10.0.140.40,10.0.243.132,26095,21,UDP,78,33591,8.77,430.65,Inbound,Benign
F_09651,10.0.163.51,10.0.120.110,48612,53,UDP,49,30326,6.15,618.9,Outbound,Benign
F_05859,10.0.165.130,10.0.226.16,44879,21,TCP,75,87850,2.99,1171.33,Inbound,Benign
F_05049,10.0.37.152,10.0.102.103,65421,3306,UDP,25,42631,4.35,1705.24,Outbound,Benign
F_08990,10.0.19.106,10.0.48.242,46670,80,TCP,76,40233,9.11,529.38,Inbound,Malware
F_03147,10.0.184.205,10.0.161.251,65451,53,UDP,48,37317,1.71,777.44,Inbound,BruteForce
F_02695,10.0.164.134,10.0.163.179,31099,22,TCP,72,58352,6.27,810.44,Inbound,BruteForce
F_08778,10.0.69.112,10.0.37.242,46068,3306,TCP,81,39128,3.26,483.06,Outbound,Botnet
F_03337,10.0.203.138,10.0.248.98,60566,22,TCP,60,70501,2.16,1175.02,Inbound,Benign
F_04548,10.0.140.164,10.0.242.61,44653,22,UDP,51,89767,8.44,1760.14,Inbound,DDoS
F_05764,10.0.195.119,10.0.250.131,28584,3306,UDP,64,15769,1.96,246.39,Outbound,Botnet
F_05726,10.0.242.41,10.0.190.144,39914,53,TCP,22,18586,6.53,844.82,Outbound,Benign
F_08984,10.0.6.112,10.0.243.61,9522,443,TCP,12,56016,7.67,4668.0,Outbound,Benign
F_03572,10.0.80.241,10.0.69.48,62569,22,TCP,15,44224,3.93,2948.27,Inbound,Benign
F_00388,10.0.239.36,10.0.229.59,28135,80,TCP,42,39787,9.1,947.31,Outbound,Benign
F_02036,10.0.97.28,10.0.222.96,55698,80,TCP,7,91796,0.79,13113.71,Inbound,Infiltration
F_07095,10.0.209.71,10.0.133.220,26098,21,UDP,57,5883,9.83,103.21,Inbound,PortScan
F_03879,10.0.183.122,10.0.30.51,30770,80,TCP,67,6125,8.15,91.42,Outbound,Benign
F_07431,10.0.240.140,10.0.59.74,33449,21,UDP,82,41293,1.84,503.57,Outbound,Benign
F_09397,10.0.175.23,10.0.134.100,65495,3306,UDP,74,18743,9.26,253.28,Outbound,Benign
F_07420,10.0.238.247,10.0.243.30,52337,53,TCP,22,90250,6.95,4102.27,Outbound,Benign
F_01624,10.0.120.55,10.0.24.102,60336,3306,TCP,66,79723,9.11,1207.92,Outbound,PortScan
F_09314,10.0.41.155,10.0.85.133,16397,8080,UDP,62,50145,2.34,808.79,Outbound,Botnet
F_03119,10.0.62.77,10.0.2.220,36611,443,UDP,32,56935,1.35,1779.22,Outbound,DDoS
F_07749,10.0.45.86,10.0.181.2,60243,22,UDP,81,45467,6.44,561.32,Inbound,Botnet
F_04070,10.0.40.80,10.0.100.219,33971,53,TCP,83,43170,1.36,520.12,Outbound,DDoS
F_05214,10.0.238.159,10.0.178.202,13040,3306,TCP,22,60799,6.97,2763.59,Outbound,Benign
F_01523,10.0.238.156,10.0.162.242,64020,53,UDP,5,14265,1.84,2853.0,Outbound,Benign
F_06059,10.0.91.181,10.0.148.96,50724,80,UDP,60,51125,0.21,852.08,Inbound,Benign
F_06392,10.0.229.248,10.0.117.179,44338,80,TCP,5,71817,1.48,14363.4,Outbound,Benign
F_03085,10.0.113.27,10.0.222.38,24007,21,UDP,52,53172,4.86,1022.54,Outbound,Benign
F_02410,10.0.191.219,10.0.146.246,44382,443,UDP,44,43350,6.84,985.23,Inbound,Benign
F_00428,10.0.73.186,10.0.178.7,42248,22,UDP,12,68890,6.92,5740.83,Outbound,Botnet
F_08448,10.0.163.116,10.0.69.86,53647,80,UDP,82,83425,6.01,1017.38,Inbound,Benign
F_05377,10.0.34.82,10.0.71.89,49230,22,TCP,39,75463,3.03,1934.95,Outbound,PortScan
F_03627,10.0.1.246,10.0.125.177,45925,53,TCP,17,89737,5.38,5278.65,Inbound,PortScan
F_07959,10.0.195.87,10.0.126.180,23360,3306,TCP,63,79380,2.17,1260.0,Outbound,Benign
F_01132,10.0.113.40,10.0.107.48,9332,21,TCP,86,45404,1.08,527.95,Outbound,Infiltration
F_07476,10.0.172.247,10.0.99.83,15700,3306,TCP,81,69812,8.1,861.88,Inbound,Infiltration
F_09668,10.0.140.178,10.0.153.87,49133,3306,UDP,13,22061,8.19,1697.0,Outbound,Benign
F_05512,10.0.1.94,10.0.238.237,32746,21,TCP,44,84452,3.19,1919.36,Inbound,PortScan
F_04867,10.0.190.218,10.0.238.144,56013,22,TCP,47,13202,8.09,280.89,Outbound,Botnet
F_05242,10.0.144.242,10.0.35.10,24092,53,UDP,52,17273,1.91,332.17,Outbound,Benign
